Season,Team,Conference,Points_for,Points_against
2022,Eastern Illinois,OVC,20,38
2022,Towson,CAA,29,21
2022,Sam Houston,Western Athletic,3,10
2022,South Dakota State,MVFC,24,22
2022,North Alabama,Atlantic Sun,49,17
2022,Southern Illinois,MVFC,31,34
2022,UAlbany,CAA,23,28
2022,Northwestern State,Southland,21,47
2022,Louisiana,Sun Belt,49,21
2022,Miles College,SIAC,0,31
2022,Texas State,Sun Belt,41,12
2022,South Florida,American Athletic,42,20
2022,Florida,SEC,16,26
2022,UConn,FBS Independents,14,48
2022,Georgia Tech,ACC,35,17
2022,Toledo,Mid-American,55,10
2022,Rose-Hulman,Heartland,23,24
2022,Tennessee Tech,OVC,26,25
2022,Ouachita Baptist,Great American,45,0
2022,Arkansas-Monticello,Great American,40,17
2022,Southwestern Oklahoma State,Great American,24,20
2022,Northwestern Oklahoma State,Great American,27,51
2022,Arkansas Tech,Great American,35,13
2022,Fayetteville State,CIAA,3,21
2022,Dubuque,American Rivers,3,30
2022,Lawrence University,Midwest,0,55
2022,Ripon,Midwest,33,6
2022,Trinity University TX,Southern Athletic,17,16
2022,Wartburg,American Rivers,27,0
2022,Centre College Kentucky,Southern Athletic,20,10
2022,Macalester,Minnesota,43,7
2022,Tennessee State,OVC,3,16
2022,Arkansas-Pine Bluff,SWAC,76,3
2022,Capital,Ohio,13,28
2022,Tulsa,American Athletic,38,35
2022,Murray State,OVC,3,34
2022,Shenandoah,Old Dominion,45,0
2022,Tulane,American Athletic,52,0
2022,Oklahoma State,Big 12,34,17
2022,Auburn,SEC,24,16
2022,Illinois State,MVFC,28,21
2022,LSU,SEC,65,17
2022,Stanford,Pac-12,28,41
2022,Nebraska,Big Ten,42,45
2022,North Texas,Conference USA,59,27
2022,Rice,Conference USA,52,10
2022,TCU,Big 12,59,17
2022,Belhaven,USA South,42,15
2022,Presentation,,13,42
2022,Kentucky Wesleyan,Great Midwest Athletic,21,26
2022,CSU Pueblo,Rocky Mountain,10,35
2022,Eastern New Mexico,Lone Star,14,28
2022,Harding University,Great American,38,13
2022,UL Monroe,Sun Belt,35,7
2022,Abilene Christian,Western Athletic,21,13
2022,Virginia Tech,ACC,27,10
2022,Texas A&M-Kingsville,Lone Star,35,14
2022,Indiana,Big Ten,35,22
2022,West Texas A&M,Lone Star,34,19
2022,Howard Payne,American Southwest,39,42
2022,San Diego State,Mountain West,38,7
2022,Michigan,Big Ten,56,10
2022,Oregon,Pac-12,70,14
2022,Central Washington,Lone Star,24,13
2022,UTEP,Conference USA,20,13
2022,Utah Tech,Western Athletic,56,10
2022,Pomona Pitzer,So. Cal.,21,20
2022,California Lutheran University,So. Cal.,41,42
2022,BYU,FBS Independents,26,20
2022,Fresno State,Mountain West,32,35
2022,Arizona,Pac-12,17,39
2022,Benedict College,SIAC,24,6
2022,Bentley,Northeast 10,49,6
2022,Southern Connecticut State,Northeast 10,7,27
2022,Harvard,Ivy,28,21
2022,Westfield State,MSCAC,20,34
2022,St. Lawrence,Liberty League,15,17
2022,Louisville,ACC,31,35
2022,Wyoming,Mountain West,17,14
2022,Virginia Tech,ACC,27,7
2022,Lehigh,Patriot,6,30
2022,South Carolina,SEC,7,48
2022,Missouri,SEC,34,17
2022,Springfield,NEWMAC,6,21
2022,Buffalo State,Liberty League,7,66
2022,Walsh,Great Midwest Athletic,13,28
2022,Findlay,Great Midwest Athletic,52,35
2022,Endicott College,Commonwealth Coast,28,7
2022,Millersville,Pennsylvania State Athletic,14,45
2022,Ursinus,Centennial,35,28
2022,Dean College,ECFC,25,33
2022,Husson,Commonwealth Coast,23,17
2022,Biddeford,Commonwealth Coast,31,34
2022,Morgan State,MEAC,24,9
2022,Seton Hill,Pennsylvania State Athletic,7,22
2022,Mercyhurst,Pennsylvania State Athletic,31,50
2022,Gannon,Pennsylvania State Athletic,23,29
2022,Indiana,Big Ten,33,30
2022,Kent State,Mid-American,63,10
2022,Miami (OH),Mid-American,17,38
2022,Northwestern,Big Ten,24,31
2022,Michigan,Big Ten,59,0
2022,Army,FBS Independents,49,10
2022,Baylor,Big 12,42,7
2022,Nebraska,Big Ten,14,49
2022,North Carolina Wesleyan,USA South,7,48
2022,FDU-Florham,Mid Atlantic,14,17
2022,University of Rochester (NY),Liberty League,3,23
2022,Rose-Hulman,Heartland,17,49
2022,Nichols College,Commonwealth Coast,37,33
2022,Kentucky,SEC,31,0
2022,Hiram College,North Coast,0,44
2022,Wilkes,Mid Atlantic,44,20
2022,Salisbury,New Jersey,42,14
2022,Plymouth State,MSCAC,41,34
2022,Bowdoin,NESCAC,41,13
2022,Hilbert College,North Coast,20,31
2022,Fitchburg State,MSCAC,10,56
2022,Salve Regina,Commonwealth Coast,14,31
2022,Albright,Mid Atlantic,21,27
2022,Syracuse,ACC,32,29
2022,Notre Dame College,Mountain East,34,17
2022,Bluefield State,Independent DII,27,23
2022,Shorter,Gulf South,20,42
2022,Elizabeth City State,CIAA,20,17
2022,Edinboro University,Pennsylvania State Athletic,23,20
2022,Davenport,GLIAC,31,21
2022,Shepherd,Pennsylvania State Athletic,26,23
2022,University Of Charleston (WV),Mountain East,28,34
2022,Brown,Ivy,44,38
2022,William Paterson,New Jersey,27,20
2022,Wesleyan University (CT),NESCAC,41,10
2022,Randolph-Macon,Old Dominion,47,20
2022,Carson-Newman College,South Atlantic,37,40
2022,Monmouth,CAA,45,6
2022,West Virginia State,Mountain East,34,29
2022,Rhode Island,CAA,21,42
2022,Fordham,Patriot,48,45
2022,Glenville State,Mountain East,45,17
2022,Merchant Marine Academy,NEWMAC,48,13
2022,Hobart College,Liberty League,17,0
2022,New Haven,Northeast 10,54,26
2022,Ohio Dominican,Great Midwest Athletic,31,21
2022,Guilford College,Old Dominion,7,47
2022,McDaniel College,Centennial,3,35
2022,Saint Vincent,Presidents',24,16
2022,Stevenson,Mid Atlantic,40,18
2022,Colby College,NESCAC,24,14
2022,Berry College,Southern Athletic,3,17
2022,Western New England,Commonwealth Coast,21,23
2022,Denison University,North Coast,51,10
2022,Indiana State,MVFC,14,49
2022,Kings College (PA),Mid Atlantic,6,26
2022,Alderson-Broaddus,Mountain East,41,56
2022,Minnesota State Moorhead,Northern Sun,7,31
2022,Northwood (MI),Great Midwest Athletic,14,35
2022,Hillsdale,Great Midwest Athletic,13,21
2022,Emory & Henry College,South Atlantic,23,26
2022,Shaw,CIAA,17,14
2022,Central Michigan,Mid-American,41,0
2022,Waynesburg,Presidents',37,30
2022,Pennsylvania,Ivy,25,14
2022,Johns Hopkins University,Centennial,70,0
2022,Shippensburg,Pennsylvania State Athletic,21,44
2022,UVA Wise,South Atlantic,20,40
2022,Stetson,Pioneer,14,39
2022,Chowan,CIAA,32,29
2022,Hampden-Sydney,Old Dominion,70,28
2022,Gettysburg,Centennial,9,35
2022,Mass Maritime,MSCAC,14,23
2022,Lagrange College,USA South,44,38
2022,Carnegie Mellon,Presidents',40,33
2022,Catholic,NEWMAC,14,33
2022,Dayton,Pioneer,46,3
2022,Kenyon,North Coast,28,51
2022,Coastal Carolina,Sun Belt,38,26
2022,Maryville College (TN),USA South,29,34
2022,Mars Hill,South Atlantic,38,7
2022,Hanover College,Heartland,28,31
2022,Susquehanna,Centennial,37,3
2022,Methodist,USA South,14,37
2022,West Virginia,Big 12,65,7
2022,Iowa Wesleyan,,55,0
2022,Ithaca College,Liberty League,52,3
2022,Dartmouth,Ivy,35,13
2022,Defiance College,Heartland,23,42
2022,UMass Dartmouth,MSCAC,46,21
2022,Franklin,Heartland,21,55
2022,Mount St. Joseph,Heartland,33,28
2022,Tufts,NESCAC,23,26
2022,VMI,Southern,22,28
2022,University of Mount Union,Ohio,55,7
2022,John Carroll University,Ohio,21,7
2022,Emporia State University,Mid America,36,12
2022,Lawrence University,Midwest,7,28
2022,Sul Ross State,American Southwest,55,14
2022,Delaware State,MEAC,35,19
2022,McMurry,American Southwest,7,28
2022,Concordia University Chicago,NACC,7,56
2022,Central College,American Rivers,35,38
2022,Elmhurst,CCIW,16,34
2022,Wartburg,American Rivers,62,0
2022,Fort Valley State,SIAC,29,27
2022,Lock Haven University,Pennsylvania State Athletic,7,44
2022,New Mexico Highlands,Rocky Mountain,27,3
2022,West Virginia Wesleyan,Mountain East,32,34
2022,Cornell College (IA),Midwest,14,49
2022,Minot State,Northern Sun,10,49
2022,Wilmington (OH),Ohio,32,26
2022,Nebraska Wesleyan,American Rivers,34,48
2022,Wooster,North Coast,14,48
2022,Martin Luther,Upper Midwest,7,45
2022,Washburn,Mid America,13,21
2022,Ball State,Mid-American,31,0
2022,Carthage,CCIW,7,59
2022,Benedictine University,NACC,48,10
2022,Gustavus Adolphus,Minnesota,25,28
2022,Washington University (St. Louis),CCIW,54,7
2022,Eureka College,NACC,31,14
2022,Norwich,NEWMAC,26,21
2022,Monmouth (IL),Midwest,51,20
2022,Whittier,So. Cal.,13,44
2022,Greenville,Upper Midwest,49,22
2022,Iowa State,Big 12,43,10
2022,UCLA,Pac-12,32,31
2022,Holy Cross,Patriot,38,14
2022,Norfolk State,MEAC,7,17
2022,South Dakota,MVFC,38,21
2022,Jackson State,SWAC,66,24
2022,Crown College,Upper Midwest,14,63
2022,Sewanee,Southern Athletic,41,6
2022,Virginia,ACC,16,14
2022,Amherst,NESCAC,6,17
2022,California Lutheran University,So. Cal.,35,27
2022,Chicago,Midwest,43,10
2022,Wisconsin-Platteville,Wisconsin,0,41
2022,Millsaps,Southern Athletic,17,41
2022,Temple,American Athletic,14,16
2022,Notre Dame,FBS Independents,24,17
2022,Northwest Missouri St,Mid America,24,7
2022,Lane College,SIAC,38,6
2022,Southern Nazarene,Great American,21,44
2022,West Alabama,Gulf South,10,13
2022,Carleton,Minnesota,41,7
2022,Southeast Missouri State,OVC,42,16
2022,Mississippi College,Gulf South,19,41
2022,Bemidji State,Northern Sun,34,24
2022,Alabama A&M,SWAC,3,28
2022,University of Mary,Northern Sun,28,31
2022,Adams State,Rocky Mountain,10,84
2022,Lake Forest College,Midwest,48,14
2022,Colorado Mesa,Rocky Mountain,17,31
2022,UNLV,Mountain West,58,27
2022,Idaho State,Big Sky,16,31
2022,Idaho,Big Sky,42,14
2022,Howard,MEAC,31,0
2022,Kansas State,Big 12,10,17
2022,Auburn,SEC,12,41
2022,Minnesota,Big Ten,49,7
2022,Lafayette,Patriot,7,34
2022,UAB,Conference USA,35,21
2022,Northern Illinois,Mid-American,28,38
2022,App State,Sun Belt,32,28
2022,Wisconsin,Big Ten,66,7
2022,Oregon,Pac-12,41,20
2022,Massachusetts,FBS Independents,20,3
2022,Georgia Tech,ACC,0,42
2022,Western Carolina,Southern,77,21
2022,Boise State,Mountain West,30,7
2022,Hendrix College,Southern Athletic,10,67
2022,Wagner,NEC,7,27
2022,Northern Arizona,Big Sky,24,27
2022,Alabama,SEC,63,7
2022,ERSKINE,South Atlantic,20,42
2022,CSU Pueblo,Rocky Mountain,10,17
2022,Simon Fraser,Lone Star,7,40
2022,Whitworth,Northwest,12,7
2022,Houston,American Athletic,30,48
2022,Western Illinois,MVFC,10,17
2022,Linfield College,Northwest,21,3
2022,Wake Forest,ACC,37,36
2022,Southern,SWAC,0,24
2022,Northern Iowa,MVFC,21,37
2022,Bowling Green,Mid-American,34,31
2022,Washington State,Pac-12,38,7
2022,Rensselaer,Liberty League,37,0
2022,Elon,CAA,30,24
2022,Missouri Southern State,Mid America,40,21
2022,LSU,SEC,31,16
2022,Chattanooga,Southern,41,14
2022,New Hampshire,CAA,27,45
2022,Virginia Union,CIAA,42,6
2022,Franklin Pierce,Northeast 10,0,27
2022,Greeneville,South Atlantic,10,27
2022,Mercer,Southern,17,0
2022,Lake Erie,Great Midwest Athletic,37,38
2022,East Carolina,American Athletic,49,10
2022,Wayne State (MI),GLIAC,21,28
2022,Marist,Pioneer,3,38
2022,Bluffton,Heartland,23,58
2022,Virginia St,CIAA,42,7
2022,Eastern Kentucky,Atlantic Sun,40,17
2022,Anderson (IN),Heartland,7,45
2022,Morehead State,Pioneer,49,14
2022,Duke,ACC,49,20
2022,Averett,Old Dominion,23,6
2022,Lincoln (PA),CIAA,7,19
2022,UT Permian Basin,Lone Star,21,34
2022,Northern State,Northern Sun,23,22
2022,Minnesota Duluth,Northern Sun,28,6
2022,Case Western Reserve,Presidents',14,10
2022,Carroll University (WI),Midwest,42,0
2022,Mary Hardin-Baylor,American Southwest,68,14
2022,Middle Tennessee,Conference USA,49,6
2022,Oklahoma State,Big 12,63,7
2022,Arkansas,SEC,38,27
2022,Tulsa,American Athletic,54,17
2022,Georgia State,Sun Belt,41,42
2022,Muskingum University,Ohio,37,7
2022,Tennessee Tech,OVC,28,33
2022,Ohio State,Big Ten,77,21
2022,Lindenwood,OVC,37,3
2022,Memphis,American Athletic,44,32
2022,Wisconsin-River Falls,Wisconsin,63,27
2022,Tennessee,SEC,63,6
2022,Tarleton State,Western Athletic,41,6
2022,Southwestern Oklahoma State,Great American,48,58
2022,Tiffin,Great Midwest Athletic,20,27
2022,Henderson State,Great American,37,27
2022,Grand Valley State University,GLIAC,66,7
2022,Arkansas Tech,Great American,14,63
2022,Harding University,Great American,37,17
2022,Northwestern Oklahoma State,Great American,23,31
2022,Lincoln (MO),Mid America,14,51
2022,Sam Houston,Western Athletic,27,17
2022,South Dakota State,MVFC,45,17
2022,Prairie View A&M,SWAC,14,31
2022,Davidson,Pioneer,56,6
2022,Lamar,Southland,14,21
2022,Southern Miss,Sun Belt,64,10
2022,NC State,ACC,27,14
2022,Mississippi Valley State,SWAC,17,28
2022,SE Louisiana,Southland,70,6
2022,Miles College,SIAC,7,55
2022,Wisconsin-Stevens Pt,Wisconsin,35,14
2022,Wisconsin-Lutheran,NACC,25,21
2022,Buena Vista,American Rivers,3,14
2022,Trinity University TX,Southern Athletic,52,14
2022,Wheaton,CCIW,42,7
2022,Heidelberg,Ohio,37,3
2022,Westminster (PA),Presidents',42,14
2022,Rice,Conference USA,33,21
2022,Illinois State,MVFC,35,7
2022,Florida Atlantic,Conference USA,14,40
2022,Iowa,Big Ten,27,0
2022,East Tennessee State,Southern,14,27
2022,Western Michigan,Mid-American,13,34
2022,Boston College,ACC,38,17
2022,Florida,SEC,31,28
2022,Washington,Pac-12,39,28
2022,Maryland,Big Ten,34,27
2022,Concordia University St Paul,Northern Sun,23,44
2022,Weber State,Big Sky,44,14
2022,New Mexico,Mountain West,27,10
2022,West Texas A&M,Lone Star,24,31
2022,Kentucky Wesleyan,Great Midwest Athletic,11,6
2022,Western New Mexico,Lone Star,35,30
2022,Midwestern State,Lone Star,28,21
2022,Pittsburg St,Mid America,49,14
2022,Texas,Big 12,41,20
2022,Chadron St,Rocky Mountain,23,32
2022,Clemson,ACC,48,20
2022,McNeese,Southland,19,30
2022,Oregon State,Pac-12,68,28
2022,Texas A&M,SEC,17,9
2022,Utah,Pac-12,35,7
2022,La Verne,So. Cal.,0,41
2022,UC Davis,Big Sky,43,13
2022,NEWBERG,Northwest,38,28
2022,Pacific (OR),Northwest,23,20
2022,USC,Pac-12,45,17
2022,Arizona State,Pac-12,21,30
2022,Arizona,Pac-12,31,28
2022,Hawai'i,Mountain West,24,14
2022,Virginia Tech,ACC,10,33
2022,Georgia State,Sun Belt,24,41
2022,Illinois,Big Ten,31,0
2022,Bentley,Northeast 10,13,21
2022,Johns Hopkins University,Centennial,54,0
2022,Syracuse,ACC,22,20
2022,Air Force,Mountain West,48,20
2022,UTEP,Conference USA,27,10
2022,Greensboro College,USA South,17,37
2022,Mississippi State,SEC,45,14
2022,Auburn,SEC,17,14
2022,Wheeling,Mountain East,34,23
2022,American International,Northeast 10,3,7
2022,Eastern Michigan,Mid-American,31,50
2022,Michigan,Big Ten,34,27
2022,SMU,American Athletic,34,42
2022,Pace,Northeast 10,14,26
2022,Johnson C Smith,CIAA,28,29
2022,Springfield,NEWMAC,49,7
2022,Davenport,GLIAC,51,17
2022,Shorter,Gulf South,30,34
2022,West Chester,Pennsylvania State Athletic,26,14
2022,Kutztown University,Pennsylvania State Athletic,35,42
2022,Anna Maria College,ECFC,28,66
2022,Kansas,Big 12,35,27
2022,Iowa State,Big 12,24,31
2022,Penn State,Big Ten,33,14
2022,Louisville,ACC,41,3
2022,Charleston Southern,Big South,19,24
2022,Fitchburg State,MSCAC,13,38
2022,Buffalo State,Liberty League,10,31
2022,Endicott College,Commonwealth Coast,26,13
2022,FDU-Florham,Mid Atlantic,23,27
2022,Georgia,SEC,39,22
2022,Alfred State,ECFC,42,33
2022,Western New England,Commonwealth Coast,0,35
2022,Pittsburgh,ACC,45,24
2022,Wake Forest,ACC,45,51
2022,Albright,Mid Atlantic,0,45
2022,Hiram College,North Coast,14,38
2022,PennWest California,Pennsylvania State Athletic,49,7
2022,Castleton,ECFC,6,34
2022,Robert Morris,Big South,3,45
2022,MIT,NEWMAC,35,6
2022,Georgetown,Patriot,6,42
2022,Brown,Ivy,28,35
2022,Franklin & Marshall,Centennial,7,22
2022,Trinity (CT),NESCAC,19,7
2022,Northwestern (MN),Upper Midwest,7,56
2022,Kenyon,North Coast,14,41
2022,Long Island University,NEC,29,31
2022,Stetson,Pioneer,38,26
2022,Minnesota Morris,Upper Midwest,49,19
2022,Kean,New Jersey,7,9
2022,Dubuque,American Rivers,0,25
2022,Southern Virginia,USA South,13,14
2022,Depauw,North Coast,59,0
2022,Hamilton,NESCAC,24,10
2022,Williams,NESCAC,24,14
2022,West Liberty,Mountain East,23,21
2022,Bates,NESCAC,7,35
2022,Delaware Valley,Mid Atlantic,41,0
2022,Ohio Dominican,Great Midwest Athletic,38,44
2022,Colgate,Patriot,10,35
2022,SUNY Maritime,ECFC,3,14
2022,Pennsylvania,Ivy,12,0
2022,University Of Charleston (WV),Mountain East,62,7
2022,North Greenville,Gulf South,34,27
2022,Michigan Tech,GLIAC,13,35
2022,Dickinson (PA),Centennial,0,45
2022,Juniata College,Centennial,14,40
2022,St. Anselm,Northeast 10,21,14
2022,Valparaiso,Pioneer,28,21
2022,Clarion,Pennsylvania State Athletic,24,47
2022,Rowan,New Jersey,24,28
2022,Middlebury,NESCAC,24,10
2022,Widener,Mid Atlantic,14,30
2022,Lebanon Valley,Mid Atlantic,24,19
2022,Lagrange College,USA South,28,38
2022,Carthage,CCIW,16,45
2022,Curry College,Commonwealth Coast,49,9
2022,Loras College,American Rivers,49,31
2022,St. Augustine's,CIAA,20,36
2022,Worcester Polytechnic Institute,NEWMAC,10,0
2022,Union (NY),Liberty League,24,31
2022,Keystone,ECFC,6,65
2022,Shaw,CIAA,35,16
2022,Alfred University,Empire 8,31,23
2022,Bluefield State,Independent DII,27,44
2022,West Virginia State,Mountain East,13,48
2022,Frostburg State,Mountain East,22,23
2022,Muhlenberg,Centennial,41,7
2022,East Stroudsburg University,Pennsylvania State Athletic,48,7
2022,Muskingum University,Ohio,0,59
2022,John Carroll University,Ohio,24,7
2022,Capital,Ohio,31,34
2022,Howard Payne,American Southwest,33,21
2022,Coe College,American Rivers,48,10
2022,Westfield State,MSCAC,11,14
2022,Northern Michigan,GLIAC,42,14
2022,Hamline University,Minnesota,12,45
2022,Wilson,South Atlantic,18,24
2022,Huntingdon College (AL),USA South,34,21
2022,Morehouse College,SIAC,3,15
2022,Greenville,Upper Midwest,7,63
2022,Wisconsin-Eau Claire,Wisconsin,20,28
2022,Ohio,Mid-American,59,52
2022,Tuskegee,SIAC,35,27
2022,Rhodes College,Southern Athletic,56,6
2022,Colorado,Pac-12,17,45
2022,Sioux Falls,Northern Sun,34,31
2022,Luther,American Rivers,49,52
2022,Wisconsin-Stout,Wisconsin,66,6
2022,Christopher Newport,New Jersey,38,7
2022,Allegheny,Presidents',31,15
2022,North Central College,CCIW,76,6
2022,Otterbein,Ohio,10,27
2022,Baldwin Wallace,Ohio,35,31
2022,Macalester,Minnesota,32,38
2022,Delaware State,MEAC,13,26
2022,Bethune-Cookman,SWAC,36,19
2022,South Dakota,MVFC,17,34
2022,St. Thomas (MN),Pioneer,43,6
2022,Alma,Michigan,69,0
2022,Temple,American Athletic,28,0
2022,McKendree,Great Lakes,46,10
2022,Central State (OH),SIAC,14,34
2022,Colorado School Of Mines,Rocky Mountain,45,17
2022,St. Norbert,NACC,35,12
2022,Wabash College,North Coast,42,45
2022,Illinois Wesleyan,CCIW,26,21
2022,Rockford,NACC,7,70
2022,Concordia-Wisconsin,NACC,35,7
2022,Nebraska-Kearney,Mid America,38,6
2022,Millikin,CCIW,23,21
2022,Concordia Moorhead,Minnesota,6,23
2022,Bethel (MN),Minnesota,28,24
2022,Augsburg,Minnesota,50,13
2022,Emporia State University,Mid America,13,14
2022,William Jewell,Great Lakes,24,17
2022,Southwest Baptist,Great Lakes,52,31
2022,Bloomsburg,Pennsylvania State Athletic,17,31
2022,Quincy,Great Lakes,14,34
2022,Augustana University (SD),Northern Sun,21,13
2022,Winona State,Northern Sun,40,7
2022,Fairmont State,Mountain East,25,23
2022,Drake,Pioneer,25,30
2022,Sacred Heart,NEC,38,31
2022,Cornell,Ivy,14,38
2022,Richmond,CAA,51,7
2022,Norfolk State,MEAC,26,45
2022,Jackson State,SWAC,49,7
2022,Worcester St,MSCAC,20,41
2022,Hartwick,Empire 8,28,20
2022,Trine University,Michigan,17,0
2022,Lane College,SIAC,20,9
2022,Adrian,Michigan,73,13
2022,Thiel,Presidents',6,35
2022,Northern Colorado,Big Sky,35,14
2022,Western Colorado,Rocky Mountain,56,28
2022,West Alabama,Gulf South,7,22
2022,Minnesota State Mankato,Northern Sun,31,28
2022,Ferris State,GLIAC,69,3
2022,Truman State,Great Lakes,18,17
2022,Missouri State,MVFC,14,28
2022,Central Oklahoma,Mid America,23,14
2022,Black Hills State,Rocky Mountain,31,28
2022,Southern Illinois,MVFC,34,17
2022,Princeton,Ivy,29,17
2022,Samford,Southern,35,12
2022,Southeast Missouri State,OVC,35,27
2022,North Carolina,ACC,32,45
2022,App State,Sun Belt,28,32
2022,William & Mary,CAA,31,35
